,Event.Id,Investigation.Type,Event.Date,Location,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model
66224,20090415X51344,Accident,2009-04-15,"Madison, MS",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's improper flare and subsequent loss of directional control.,1.0,1.0,100.0,0.0,cessna150
66227,20090416X73114,Accident,2009-04-15,"Glendale, AZ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,,A loss of engine power due to the failure of both magnetos resulting from an improper maintenance repair by maintenance personnel.,2.0,2.0,100.0,0.0,cessna152
66231,20090416X12518,Accident,2009-04-16,"Bisbee, AZ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The flight instructor's inadequate supervision of the flight and inadequate recovery from a bounced landing.,2.0,0.0,0.0,100.0,cessnaA185F
66232,20090416X45406,Accident,2009-04-16,"Cross City, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,Loss of engine power for undetermined reasons.,2.0,2.0,100.0,0.0,cessna152
66235,20090417X25758,Accident,2009-04-17,"Talkeetna, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain adequate airspeed to avoid an aerodynamic stall while maneuvering at a high density altitude.,2.0,0.0,0.0,100.0,cessna152
66236,20090417X30037,Accident,2009-04-17,"Oakland Park, FL",Fatal,Substantial,cessna,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain aircraft control and secure the right engine during an emergency return to the airport after takeoff. Contributing to the accident was an in-flight fire of the right engine for undetermined reasons.,1.0,1.0,100.0,0.0,cessna421B
66239,20090420X32315,Accident,2009-04-17,"Canaima, Venezuela",Fatal,Substantial,cessna,1.0,,,1.0,5.0,6.0,0.0,VMC,,None.,12.0,12.0,50.0,0.0,cessna208
66242,20090419X13810,Accident,2009-04-18,"Southbridge, MA",Non-Fatal,Substantial,taylorcraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's inadequate compensation for the gusting wind conditions.,2.0,0.0,0.0,100.0,taylorcraftBC12-D
66244,20090419X93640,Accident,2009-04-18,"San Jose, CA",Fatal,Substantial,champion,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain airspeed while maneuvering within a canyon in mountainous terrain, which resulted in an inadvertent stall/spin.",2.0,2.0,100.0,0.0,champion7ECA
66251,20090420X01533,Accident,2009-04-20,"Carlsbad, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,A partial loss of engine power during takeoff due to carbon fouling of a spark plug.,1.0,0.0,0.0,100.0,cessna152
66257,20090422X00452,Accident,2009-04-20,"Moab, UT",Non-Fatal,Substantial,cessna,1.0,Reciprocating,,0.0,0.0,0.0,6.0,VMC,,The pilot's failure to lower the landing gear prior to landing.  Contributing to the accident was the pilot's self-induced distraction by maneuvering on final to show a point of interest to passengers.,6.0,0.0,0.0,100.0,cessnaT210L
66258,20090422X60347,Accident,2009-04-20,"Livermore, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilots improper recovery from a bounced landing.,1.0,0.0,0.0,100.0,cessna172P
66260,20090424X50554,Accident,2009-04-20,"New York, NY",Non-Fatal,Substantial,boeing,2.0,Turbo Fan,,0.0,0.0,0.0,220.0,VMC,,"The first officers input of full nose down elevator at touchdown.
Contributing to the accident was the gusty wind conditions.",220.0,0.0,0.0,100.0,boeing767
66261,20090421X92338,Accident,2009-04-21,"Corona, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's improper landing flare.,1.0,0.0,0.0,100.0,cessna172M
66264,20090427X62717,Accident,2009-04-21,"Frederick, MD",Non-Fatal,Substantial,cessna,1.0,Turbo Prop,Ferry,0.0,0.0,0.0,1.0,VMC,,A loss of engine power due to the failure of one or more compressor turbine blades for an undetermined reason.,1.0,0.0,0.0,100.0,cessna208
66265,20090421X22611,Accident,2009-04-22,"Groveland, CA",Non-Fatal,Substantial,beech,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,,A loss of engine power for undetermined reasons.,2.0,2.0,50.0,0.0,beechV35B
66266,20090422X54315,Accident,2009-04-22,"Richmond, IN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The pilot under instruction's failure to lower the landing gear and the instructor pilot's inadequate supervision.,2.0,0.0,0.0,100.0,cessna210
66272,20090423X80858,Accident,2009-04-22,"Rangely, CO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control while landing with a crosswind.,1.0,0.0,0.0,100.0,cessna182T
66273,20090429X65017,Accident,2009-04-22,"Terrell, TX",Non-Fatal,Substantial,luscombe,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The failure of the landing gear due to undetected corrosion.,1.0,0.0,0.0,100.0,luscombe8
66274,20090423X05546,Accident,2009-04-23,"Hilliard, FL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,A total loss of engine power due to the fatigue failure of the No. 3 cylinder attachment stud as a result of insufficient torque during installation. Contributing to the accident was the pilots operation of the airplane with a known mechanical deficiency.,4.0,0.0,0.0,100.0,piperPA-28R-200
66275,20090423X30732,Accident,2009-04-23,"Pinehurst, GA",Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain aircraft control for undetermined reasons.,1.0,1.0,100.0,0.0,cessnaA188B
66278,20090424X12414,Accident,2009-04-24,"Hanford, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,A loss of engine power during descent due to fuel starvation as a result of the pilot's improper fuel management. Contributing to the accident was the pilot's failure to use the correct fuel flow performance chart.,4.0,0.0,0.0,100.0,cessnaT210M
66281,20090426X53554,Accident,2009-04-24,"Moncks Corner, SC",Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The reported partial loss of engine power for undetermined reasons.,2.0,0.0,0.0,100.0,mooneyM20J
66282,20090427X64827,Accident,2009-04-24,"Kingston, NY",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from trees during approach.,1.0,0.0,0.0,100.0,cessna150G
66283,20090428X01217,Accident,2009-04-24,"Kinston, NC",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,A partial loss of engine power due to the failure of the No. 1 cylinder exhaust valve for undetermined reasons.,2.0,0.0,0.0,100.0,cessna177
66286,20090501X74739,Accident,2009-04-24,"Pinehurst, NC",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper landing flare.,1.0,0.0,0.0,100.0,cessna172N
66300,20090428X03450,Accident,2009-04-27,"Chesterfield, SC",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,0.0,2.0,0.0,0.0,VMC,,The partial loss of engine power due to a broken exhaust valve. Contributing to the accident was the operator's exceedance of the engine manufacturer's recommended time before overhaul.,2.0,2.0,100.0,0.0,cessna172
66304,20090428X81708,Accident,2009-04-28,"Mayfield Village, OH",Fatal,Destroyed,cirrus design corp,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,,The pilots failure to maintain control of the airplane while operating in instrument meteorological conditions due to spatial disorientation. Contributing to the accident was the pilots inattention to basic aircraft control while attempting to program the autopilot system.,2.0,2.0,100.0,0.0,cirrus design corpSR22
66307,20090430X41842,Accident,2009-04-29,"Patterson, LA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Executive/corporate,0.0,2.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed in a turn while attempting to return to land, which resulted in an aerodynamic stall.  Contributing to the accident was the reported loss of engine power for undetermined reasons.",2.0,2.0,100.0,0.0,cessnaA185F
66309,20090430X35728,Accident,2009-04-29,"Georgetown, SC",Non-Fatal,Substantial,piper,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during landing roll. Contributing to the accident was the pilots lack of experience in the make and model airplane.,2.0,0.0,0.0,100.0,piperPA-12
66312,20090501X64902,Accident,2009-04-30,"Great Barrington, MA",Non-Fatal,Substantial,piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's improper decision to land with a tailwind.,1.0,0.0,0.0,100.0,piperPA-30
66314,20090504X94836,Accident,2009-04-30,"Greenville, ME",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilots premature rotation during takeoff.,1.0,0.0,0.0,100.0,cessna172
66315,20090501X90155,Accident,2009-05-01,"Puyallup, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"A loss of engine power due to fuel starvation as a result of the pilots failure to verify the fuel levels in the tanks, and, his failure to select the proper fuel tank.",1.0,1.0,100.0,0.0,cessna182Q
66324,20090506X65132,Accident,2009-05-03,"Opelousas, LA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power due to fuel exhaustion as a result of the pilot's failure to refuel the airplane prior to flight.,2.0,0.0,0.0,100.0,cessna152
66331,20090506X74449,Accident,2009-05-05,"Haines, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's decision to practice takeoff and landings on unsuitable terrain, which resulted in a nose-over on takeoff.",1.0,0.0,0.0,100.0,cessna140
66337,20090507X23704,Accident,2009-05-06,"Seminole, OK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during takeoff.,1.0,0.0,0.0,100.0,piperPA-28-140
66343,20090420X55410,Accident,2009-05-08,"Roanoke, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The partial loss of engine power due to a failure of the throttle control rod-end to carburetor arm hardware. A contributing factor was the pilot's decision to fly the airplane without a current annual inspection.,1.0,0.0,0.0,100.0,cessna172N
66345,20090511X84350,Accident,2009-05-08,"Alpine, TX",Non-Fatal,Substantial,cessna,2.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,,The loss of engine power due to disengagement of the magneto idler gear support pin.,1.0,1.0,100.0,0.0,cessna421B
66347,20090514X11858,Accident,2009-05-08,"Lisse, TX",Non-Fatal,Substantial,air tractor,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,,A total loss of engine power for undetermined reasons.,1.0,1.0,100.0,0.0,air tractorAT502
66351,20090509X92235,Accident,2009-05-09,"Coeur d'Alene, ID",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's inadequate compensation for the crosswinds while landing.,1.0,0.0,0.0,100.0,cessna172R
66357,20090609X31647,Accident,2009-05-09,"El Cajon, CA",Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control while landing with gusting crosswinds.,2.0,0.0,0.0,100.0,aeronca7AC
66358,20090511X24102,Accident,2009-05-10,"Mesquite, NV",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's loss of directional control during landing resulting from binding of the left wheel's brake actuating system for an undetermined reason.,2.0,0.0,0.0,100.0,cessna140
66361,20090511X44838,Accident,2009-05-10,"Globe, AZ",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,,The pilot's inadequate compensation for the crosswinds during landing.,3.0,3.0,100.0,0.0,piperPA-28-180
66365,20090518X95032,Accident,2009-05-10,"Port Sudan, South Sudan",Fatal,Destroyed,piper,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,piperPA-30
66367,20090513X63250,Accident,2009-05-11,"Danville, PA",Non-Fatal,Minor,piper,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,,The student pilot's failure to maintain control during a landing.,1.0,1.0,0.0,0.0,piperPA-28-140
66370,20090512X31427,Accident,2009-05-12,"Kenai, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground-loop. A factor contributing to the accident was the pilot's diverted attention during the landing.",4.0,0.0,0.0,100.0,cessna170B
66372,20090513X21343,Accident,2009-05-12,"Springdale, AR",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain control of the airplane during the landing roll and subsequent go-around.,1.0,0.0,0.0,100.0,cessna172N
66376,20090513X31333,Incident,2009-05-13,"Houston, TX",Non-Fatal,Minor,boeing,2.0,Turbo Fan,,0.0,2.0,0.0,51.0,VMC,,"The pilot's inadvertent application of excessive braking after touchdown, which caused the right wheels to lock and several tires to blow and resulted in a subsequent brake fire.",53.0,2.0,3.7735849056603774,96.22641509433963,boeing737
66377,20090513X71259,Accident,2009-05-13,"Roswell, NM",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control while landing.,1.0,0.0,0.0,100.0,cessna170B
66384,20090518X45229,Accident,2009-05-14,"Kenai, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from a tree while taxiing.,1.0,0.0,0.0,100.0,piperPA-18-150
66386,20090519X02418,Accident,2009-05-14,"Guatemala City, Guatemala",Fatal,Substantial,piper,2.0,Reciprocating,,6.0,0.0,0.0,0.0,,,"The accident investigation is under the jurisdiction and control of the Government of the Republic of Guatemala. Further information may be obtained from:

Republica de Guatemala
Direccion General de Aviacion Civil (DGAC)
Aeropuerto Internacional ""La Aurora""
Zona 13
Ciudad de Guatemala, Guatemala
Centro America

This report is for informational purposes only and contains information released by, or obtained from the Government of the Republic of Guatemala.",6.0,6.0,100.0,0.0,piperPA-23-250
66387,20090519X61246,Accident,2009-05-14,"Collins, MS",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain clearance from an antenna during a low-altitude aerial observation flight. Contributing to the accident was the sun glare.,1.0,0.0,0.0,100.0,cessnaR182
66388,20090515X64934,Accident,2009-05-15,"Beauregard, AL",Fatal,Substantial,beech,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,VMC,,"The pilots improper fuel management, which resulted in a total loss of engine power due to fuel starvation.",4.0,4.0,100.0,0.0,beechA36
66389,20090518X00624,Accident,2009-05-15,"Memphis, TN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The pilots' decision to fly at a low altitude and their inadequate visual lookout while maneuvering.,2.0,0.0,0.0,100.0,cessna152
66390,20090518X51109,Accident,2009-05-15,"Talkeetna, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's failure to maintain directional control  during the landing roll, resulting in a ground loop and substantial damage to the airplane.",4.0,0.0,0.0,100.0,piperPA-22-150
66393,20090518X04245,Accident,2009-05-16,"Desert Center, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,A partial loss of engine power due to low compression from an obstructed intake valve. Contributing to the accident was the pilots decision to shut down the engine while in flight.,2.0,0.0,0.0,100.0,cessna172N
66394,20090518X50119,Accident,2009-05-16,"Wasilla, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"A loss of engine power due to the blockage of the carburetor air inlet by a piece of engine baffling. Contributing to the accident was a worn engine baffle, and the pilot/owner's failure to have the engine baffle replaced.",1.0,0.0,0.0,100.0,piperPA-24-250
66395,20090518X52231,Accident,2009-05-16,"Nenana, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain control while taxiing for takeoff, and his failure to attain/maintain adequate airspeed after takeoff, resulting in an aerodynamic stall. Contributing to the accident was the pilots excessive taxi speed.",2.0,0.0,0.0,100.0,cessna170B
66402,20090518X11549,Accident,2009-05-17,"Burlington, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,,0.0,1.0,0.0,3.0,VMC,,The failure of the pilot of another airplane to maintain adequate visual lookout during the approach.,4.0,1.0,25.0,75.0,cessna172
66404,20090518X45241,Accident,2009-05-17,"Las Cruces, NM",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control while landing in a crosswind.  Contributing to the accident was the pilot's decision to land on a runway with a prevailing crosswind.,1.0,0.0,0.0,100.0,piperPA-22-150
66409,20090526X42216,Accident,2009-05-17,"Flagstaff, AZ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's inadequate compensation for the gusty wind conditions and failure to maintain directional control during landing.,1.0,0.0,0.0,100.0,cessna172S
66411,20090519X23247,Accident,2009-05-18,"Dingman, PA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,A total loss of engine power in flight due to fuel exhaustion as a result of the pilot's inadequate fuel planning.,1.0,0.0,0.0,100.0,piperPA-28
66413,20090519X12854,Accident,2009-05-19,"Long Beach, CA",Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,3.0,0.0,0.0,0.0,VMC,,The failure of both pilots to see and avoid each other's aircraft.,3.0,3.0,100.0,0.0,cessna172N
66416,20090520X35353,Accident,2009-05-20,"Perryville, MD",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power due to fuel exhaustion as a result of the pilots inadequate preflight planning.,2.0,0.0,0.0,100.0,cessna172
