,Event.Id,Investigation.Type,Event.Date,Location,Latitude,Longitude,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model
1468,20020917X03929,Accident,1982-06-06,NJ,,,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,beechV35B
1469,20020917X03558,Accident,1982-06-06,CA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna152
1471,20020917X03460,Accident,1982-06-06,AR,,,Fatal(2),Substantial,aeronca,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,2.0,2.0,100.0,0.0,aeronca7AC
1474,20020917X03069,Accident,1982-06-06,OH,,,Non-Fatal,Substantial,piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,1.0,0.0,0.0,100.0,piperPA-30
1475,20020917X02946,Accident,1982-06-06,WI,,,Non-Fatal,Substantial,cessna,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna140
1476,20020917X02747,Accident,1982-06-06,AL,,,Non-Fatal,Substantial,cessna,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna150F
1478,20020917X03473,Accident,1982-06-07,NM,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UNK,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessnaT210M
1479,20020917X03294,Accident,1982-06-07,AR,,,Non-Fatal,Destroyed,beech,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,3.0,0.0,0.0,100.0,beechC23
1480,20020917X02880,Accident,1982-06-07,GA,,,Fatal(2),Destroyed,cessna,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2.0,2.0,100.0,0.0,cessna172M
1482,20020917X03431,Accident,1982-06-07,TX,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna152
1485,20020917X02670,Accident,1982-06-07,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna170
1486,20020917X03556,Accident,1982-06-07,CA,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,piperPA-18
1488,20020917X04091,Accident,1982-06-08,WA,,,Non-Fatal,Destroyed,grumman,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1.0,1.0,0.0,0.0,grummanG-164A
1491,20020917X03451,Accident,1982-06-08,TX,,,Fatal(1),Destroyed,cessna,1.0,Reciprocating,Aerial Observation,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1.0,1.0,100.0,0.0,cessna150
1494,20020917X02947,Accident,1982-06-08,MN,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,0.0,0.0,cessna150
1495,20020917X02711,Accident,1982-06-08,AK,,,Fatal(2),Destroyed,piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,2.0,2.0,100.0,0.0,piperPA-18
1498,20020917X03557,Accident,1982-06-08,CA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,cessna185
1499,20020917X03297,Accident,1982-06-08,TX,,,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,beech35
1500,20020917X03295,Accident,1982-06-08,AR,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1.0,0.0,0.0,100.0,cessnaA188B
1501,20020917X02749,Accident,1982-06-08,MS,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,piperPA-38-112
1503,20020917X04164,Accident,1982-06-09,ID,,,Fatal(1),Destroyed,cessna,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,1.0,1.0,100.0,0.0,cessnaT210M
1510,20020917X03299,Accident,1982-06-10,OK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna152
1514,20020917X03492,Accident,1982-06-11,LA,,,Non-Fatal,Destroyed,grumman,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,100.0,0.0,grummanG-164A
1518,20020917X04054,Accident,1982-06-11,MA,,,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,0.0,0.0,aeronca7AC
1520,20020917X03933,Accident,1982-06-11,PA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,2.0,0.0,0.0,100.0,cessna172
1525,20020917X02685,Accident,1982-06-11,AK,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1.0,0.0,0.0,100.0,piperPA-18
1527,20020917X03934,Accident,1982-06-12,PA,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Climb,Probable Cause,2.0,2.0,0.0,0.0,cessna172N
1528,20020917X03660,Accident,1982-06-12,CA,,,Fatal(4),Destroyed,piper,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,4.0,4.0,100.0,0.0,piperPA-28-161
1529,20020917X03659,Accident,1982-06-12,CA,,,Fatal(4),Destroyed,cessna,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,4.0,4.0,100.0,0.0,cessna140
1530,20020917X03659,Accident,1982-06-12,CA,,,Fatal(4),Destroyed,cessna,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,4.0,4.0,100.0,0.0,cessna150L
1531,20020917X03561,Accident,1982-06-12,CA,,,Non-Fatal,Destroyed,luscombe,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,2.0,2.0,100.0,0.0,luscombe8A
1536,20020917X03713,Accident,1982-06-12,CA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1.0,0.0,0.0,100.0,cessna172
1537,20020917X02712,Accident,1982-06-12,AK,,,Fatal(1),Substantial,piper,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Unknown,Probable Cause,2.0,2.0,100.0,0.0,piperPA-18-150
1542,20020917X04095,Accident,1982-06-13,WA,,,Non-Fatal,,cessna,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Descent,Probable Cause,3.0,0.0,0.0,100.0,cessna206
1544,20020917X03665,Accident,1982-06-13,CA,,,Fatal(2),Destroyed,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,2.0,2.0,100.0,0.0,cessna182
1545,20020917X03447,Accident,1982-06-13,TX,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2.0,2.0,100.0,0.0,cessna150
1549,20020917X02750,Accident,1982-06-13,GA,,,Non-Fatal,Destroyed,piper,1.0,Reciprocating,Personal,0.0,2.0,1.0,1.0,VMC,Cruise,Probable Cause,4.0,3.0,50.0,25.0,piperPA-28-181
1550,20020917X03819,Accident,1982-06-13,IA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,3.0,0.0,0.0,100.0,cessna172N
1552,20020917X03817,Accident,1982-06-13,MO,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna150
1553,20020917X03562,Accident,1982-06-13,CA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,cessna172
1554,20020917X03303,Accident,1982-06-13,TX,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Go-around,Probable Cause,4.0,1.0,0.0,75.0,cessna175
1555,20020917X03302,Accident,1982-06-13,OK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna172
1558,20020917X02642,Accident,1982-06-13,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1.0,1.0,0.0,0.0,cessna180
1559,20020917X03461,Accident,1982-06-14,AR,,,Non-Fatal,Destroyed,piper,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1.0,1.0,100.0,0.0,piperPA-28-140
1561,20020917X04096,Accident,1982-06-14,ID,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1.0,0.0,0.0,100.0,piperPA-38-112
1565,20020917X02951,Accident,1982-06-14,MN,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessnaA188B
1569,20020917X02840,Accident,1982-06-15,NC,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,0.0,3.0,0.0,0.0,VMC,Climb,Probable Cause,3.0,3.0,100.0,0.0,cessna172P
1570,20020917X02751,Accident,1982-06-15,SC,,,Non-Fatal,Destroyed,beech,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,1.0,1.0,0.0,0.0,beechA36
1571,20020917X04112,Accident,1982-06-15,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2.0,0.0,0.0,100.0,cessnaU206
1575,20020917X02690,Accident,1982-06-15,AK,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,UNK,Landing,Probable Cause,2.0,0.0,0.0,100.0,piperPA-18-150
1576,20020917X04097,Accident,1982-06-16,WA,,,Non-Fatal,Destroyed,piper,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,3.0,0.0,0.0,100.0,piperPA-28-180
1579,20020917X03306,Accident,1982-06-16,OK,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Climb,Probable Cause,2.0,2.0,0.0,0.0,cessna152
1584,20020917X03820,Accident,1982-06-16,NE,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1.0,0.0,0.0,100.0,cessna152
1589,20020917X03070,Accident,1982-06-17,OH,,,Fatal(1),Destroyed,cessna,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2.0,2.0,100.0,0.0,cessna152
1593,20020917X03821,Accident,1982-06-17,KS,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,cessna120
1594,20020917X03324,Accident,1982-06-17,TX,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1.0,0.0,0.0,100.0,cessna172
1597,20020917X03138,Accident,1982-06-17,CO,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,4.0,0.0,0.0,100.0,cessna172
1598,20020917X02644,Accident,1982-06-17,AK,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,4.0,0.0,0.0,100.0,piperPA-32-300
1601,20020917X02860,Accident,1982-06-18,MD,,,Fatal(2),Destroyed,bellanca,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,2.0,2.0,100.0,0.0,bellanca7GCBC
1602,20020917X02756,Accident,1982-06-18,IN,,,Non-Fatal,Destroyed,piper,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1.0,1.0,0.0,0.0,piperPA-25-235
1608,20020917X03823,Accident,1982-06-18,MO,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessnaA188
1609,20020917X03135,Accident,1982-06-18,ND,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna152
1612,20020917X04099,Accident,1982-06-19,OR,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna170A
1614,20020917X03567,Accident,1982-06-19,AZ,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,cessna152
1615,20020917X03566,Accident,1982-06-19,CA,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2.0,0.0,0.0,100.0,cessna172
1617,20020917X02957,Accident,1982-06-19,MN,,,Non-Fatal,Destroyed,mooney,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,IMC,Approach,Probable Cause,3.0,3.0,33.33333333333333,0.0,mooneyM20J
1619,20020917X02875,Accident,1982-06-19,MS,,,Fatal(3),Destroyed,cessna,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,3.0,3.0,100.0,0.0,cessnaR182
1620,20020917X02753,Accident,1982-06-19,GA,,,Non-Fatal,Destroyed,piper,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,0.0,0.0,piperPA-28-161
1622,20020917X03746,Accident,1982-06-19,FL,,,Non-Fatal,Substantial,cessna,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,3.0,0.0,0.0,100.0,cessna421B
1624,20020917X03147,Accident,1982-06-19,MT,,,Non-Fatal,Substantial,luscombe,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,luscombe8A
1625,20020917X03133,Accident,1982-06-19,MT,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Go-around,Probable Cause,3.0,0.0,0.0,100.0,piperPA-28-151
1626,20020917X03132,Accident,1982-06-19,WY,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,piperPA-20
1627,20020917X02961,Accident,1982-06-19,MN,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna170B
1628,20020917X02958,Accident,1982-06-19,WI,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,2.0,1.0,0.0,50.0,piperPA-28-151
1629,20020917X02955,Accident,1982-06-19,WI,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1.0,1.0,0.0,0.0,piperPA-28-140
1632,20020917X02956,Accident,1982-06-19,IN,,,Non-Fatal,Substantial,taylorcraft,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1.0,1.0,0.0,0.0,taylorcraftBC12-D
1635,20020917X03663,Accident,1982-06-20,CA,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,IMC,Descent,Probable Cause,1.0,1.0,100.0,0.0,cessna172
1638,20020917X02894,Incident,1982-06-20,AL,,,Incident,Minor,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Go-around,Probable Cause,4.0,0.0,0.0,100.0,mooneyM20J
1642,20020917X03745,Accident,1982-06-20,FL,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,2.0,2.0,0.0,0.0,cessna182P
1643,20020917X03568,Accident,1982-06-20,CA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna170B
1646,20020917X03131,Accident,1982-06-20,UT,,,Non-Fatal,Substantial,luscombe,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,luscombe8A
1648,20020917X02959,Accident,1982-06-20,IN,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,0.0,0.0,piperPA-18
1649,20020917X04051,Accident,1982-06-20,NJ,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,1.0,1.0,100.0,0.0,piperPA-18-150
1652,20020917X03748,Accident,1982-06-21,FL,,,Non-Fatal,Destroyed,cessna,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1.0,0.0,0.0,100.0,cessna310
1656,20020917X03664,Accident,1982-06-21,CA,,,Fatal(1),Destroyed,cessna,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,1.0,1.0,100.0,0.0,cessnaP210N
1658,20020917X03220,Accident,1982-06-21,CO,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Business,0.0,1.0,1.0,1.0,VMC,Go-around,Probable Cause,3.0,2.0,33.33333333333333,33.33333333333333,cessna182
1660,20020917X03966,Accident,1982-06-21,NY,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna172H
1664,20020917X02646,Accident,1982-06-21,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,0.0,0.0,cessna172
1665,20020917X03321,Accident,1982-06-21,NM,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,piperPA-32-300
1669,20020917X03319,Accident,1982-06-22,LA,,,Non-Fatal,Destroyed,piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Go-around,Probable Cause,2.0,2.0,100.0,0.0,piperPA-38-112
1671,20020917X03322,Accident,1982-06-22,AR,,,Non-Fatal,Substantial,grumman,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1.0,0.0,0.0,100.0,grummanG-164A
1672,20020917X03318,Accident,1982-06-22,TX,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,piperPA-38-112
1673,20020917X02962,Accident,1982-06-22,MI,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna170B
1674,20020917X02760,Accident,1982-06-22,VA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1.0,0.0,0.0,100.0,cessna150M
1675,20020917X02759,Accident,1982-06-22,SC,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Cruise,Probable Cause,4.0,0.0,0.0,100.0,cessnaR182
1677,20020917X03317,Accident,1982-06-22,LA,,,Non-Fatal,Substantial,grumman,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1.0,0.0,0.0,100.0,grummanG-164A
1680,20020917X03749,Accident,1982-06-23,FL,,,Non-Fatal,Destroyed,piper,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Cruise,Probable Cause,2.0,2.0,0.0,0.0,piperPA-38-112
1684,20020917X04101,Accident,1982-06-23,WA,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,4.0,0.0,0.0,100.0,piperPA-28-180
1686,20020917X03569,Accident,1982-06-23,CA,,,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,3.0,0.0,0.0,100.0,aeronca7AC
1687,20020917X03094,Accident,1982-06-23,MN,,,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Go-around,Probable Cause,2.0,2.0,100.0,0.0,aeronca7AC
1688,20020917X02708,Accident,1982-06-23,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,2.0,0.0,0.0,100.0,cessna185
1691,20020917X03107,Accident,1982-06-24,MT,,,Fatal(6),Destroyed,beech,1.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,6.0,6.0,100.0,0.0,beechV35B
1692,20020917X04102,Accident,1982-06-24,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Climb,Probable Cause,6.0,0.0,0.0,100.0,cessnaU206
1695,20020917X02647,Accident,1982-06-24,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Approach,Probable Cause,4.0,4.0,0.0,0.0,cessna182
1699,20020917X02876,Accident,1982-06-25,MS,,,Non-Fatal,Destroyed,beech,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,beech58
1703,20020917X02763,Accident,1982-06-25,MD,,,Non-Fatal,Substantial,bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,bellanca7ECA
1704,20020917X02709,Accident,1982-06-25,AK,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,100.0,0.0,piperPA-18-150
1708,20020917X04042,Accident,1982-06-26,PA,,,Fatal(3),Destroyed,aeronca,1.0,Reciprocating,Personal,3.0,2.0,4.0,0.0,VMC,Maneuvering,Probable Cause,9.0,9.0,55.55555555555556,0.0,aeronca11AC
1709,20020917X03667,Accident,1982-06-26,CA,,,Fatal(3),Destroyed,cessna,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,3.0,3.0,100.0,0.0,cessna182
1710,20020917X03514,Accident,1982-06-26,CA,,,Fatal(3),Destroyed,cessna,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,3.0,3.0,100.0,0.0,cessna172M
1712,20020917X04106,Accident,1982-06-26,WA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessnaA188B
1714,20020917X03942,Accident,1982-06-26,ME,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Approach,Probable Cause,4.0,2.0,0.0,50.0,piperPA-28-180
1716,20020917X03880,Accident,1982-06-26,MO,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,Probable Cause,2.0,2.0,100.0,0.0,cessna172H
1717,20020917X03750,Accident,1982-06-26,FL,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1.0,1.0,0.0,0.0,piperPA-38-112
1718,20020917X03722,Accident,1982-06-26,CA,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1.0,1.0,0.0,0.0,cessna150
1719,20020917X03493,Accident,1982-06-26,LA,,,Fatal(1),Substantial,piper,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,3.0,3.0,100.0,0.0,piperPA-32-260
1722,20020917X02762,Accident,1982-06-26,TN,,,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,1.0,1.0,0.0,0.0,piperPA-22-150
1723,20020917X02648,Accident,1982-06-26,AK,,,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Taxi,Probable Cause,5.0,0.0,0.0,100.0,cessna170B
1728,20020917X04050,Accident,1982-06-27,NY,,,Fatal(3),Destroyed,cessna,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,3.0,3.0,100.0,0.0,cessna177
1729,20020917X03884,Accident,1982-06-27,NE,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Approach,Probable Cause,4.0,4.0,100.0,0.0,cessna177
1730,20020917X03752,Accident,1982-06-27,FL,,,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,1.0,1.0,0.0,0.0,cessna150
